,movieid,name,genre,rating
1175,1267,Manchurian Candidate,"Noir,Thriller",4
1176,1268,Pump Up the Volume  ,Drama,3
1177,1269,Arsenic and Old Lace  ,"Comedy,Mystery,Thriller",4
1178,1270,Back to the Future  ,"Comedy,SciFi",4
1179,1271,Fried Green Tomatoes  ,Drama,4
1180,1272,Patton  ,"Drama,War",4
1181,1273,Down by Law  ,"Comedy,Drama",4
1182,1274,Akira  ,"Adventure,Animation,SciFi",4
1183,1275,Highlander  ,"Action,Adventure",4
1184,1276,Cool Hand Luke  ,"Comedy,Drama",4
1185,1277,Cyrano de Bergerac  ,"Action,Drama,Romance",4
1186,1278,Young Frankenstein  ,"Comedy,Horror",4
1187,1279,Night on Earth  ,"Comedy,Drama",4
1188,1280,Raise the Red Lantern  ,Drama,4
1189,1281,Great Dictator,Comedy,4
1190,1282,Fantasia  ,"Animation,Children,Musical",4
1191,1283,High Noon  ,Western,4
1192,1284,Big Sleep,"Noir,Mystery",4
1193,1285,Heathers  ,Comedy,4
1194,1286,Somewhere in Time  ,"Drama,Romance",4
1195,1287,Ben-Hur  ,"Action,Adventure,Drama",4
1196,1288,This Is Spinal Tap  ,"Comedy,Drama,Musical",4
1197,1289,Koyaanisqatsi  ,"Documentary,War",4
1198,1290,Some Kind of Wonderful  ,"Drama,Romance",4
1199,1291,Indiana Jones and the Last Crusade  ,"Action,Adventure",4
1200,1292,Being There  ,Comedy,4
1201,1293,Gandhi  ,Drama,4
1202,1294,M*A*S*H  ,"Comedy,War",4
1203,1295,Unbearable Lightness of Being,Drama,4
1204,1296,Room with a View,"Drama,Romance",4
1205,1297,Real Genius  ,Comedy,4
1206,1298,Pink Floyd - The Wall  ,"Drama,Musical,War",4
1207,1299,Killing Fields,"Drama,War",4
1208,1300,My Life as a Dog (Mitt liv som hund)  ,Drama,4
1209,1301,Forbidden Planet  ,SciFi,4
1210,1302,Field of Dreams  ,Drama,4
1211,1303,Man Who Would Be King,Adventure,4
1212,1304,Butch Cassidy and the Sundance Kid  ,"Action,Comedy,Western",4
1213,1305,Paris,Drama,4
1214,1306,Until the End of the World (Bis ans Ende der Welt)  ,"Drama,SciFi",4
1215,1307,When Harry Met Sally...  ,"Comedy,Romance",4
1216,1310,Hype!  ,Documentary,4
1217,1311,Santa with Muscles  ,Comedy,1
1218,1312,Female Perversions  ,Drama,3
1219,1313,Mad Dog Time  ,Crime,2
1220,1315,Paris Was a Woman  ,Documentary,2
1221,1316,Anna  ,Drama,4
1222,1317,I'm Not Rappaport  ,Comedy,3
1223,1320,Alien³  ,"Action,Horror,SciFi",3
1224,1321,American Werewolf in London,Horror,4
1225,1322,Amityville 1992: It's About Time  ,Horror,2
1226,1323,Amityville 3-D  ,Horror,1
1227,1324,Amityville: Dollhouse  ,Horror,2
1228,1325,Amityville: A New Generation  ,Horror,2
1229,1326,Amityville II: The Possession  ,Horror,2
1230,1327,AmityvilleHorror,Horror,3
1231,1328,Amityville Curse,Horror,2
1232,1329,Blood For Dracula (AndyWarhol's Dracula)  ,Horror,3
1233,1330,April Fool's Day  ,"Comedy,Horror",3
1234,1331,Audrey Rose  ,Horror,3
1235,1332,Believers,"Horror,Thriller",3
1236,1333,Birds,Horror,4
1237,1334,Blob,"Horror,SciFi",3
1238,1335,Blood Beach  ,"Action,Horror",2
1239,1336,Body Parts  ,Horror,2
1240,1337,Body Snatcher,Horror,4
1241,1339,Bram Stoker's Dracula  ,"Horror,Romance",3
1242,1340,Bride of Frankenstein  ,Horror,4
1243,1341,Burnt Offerings  ,Horror,3
1244,1342,Candyman  ,Horror,3
1245,1343,Cape Fear  ,Thriller,4
1246,1344,Cape Fear  ,"Noir,Thriller",4
1247,1345,Carrie  ,Horror,4
1248,1346,Cat People  ,Horror,3
1249,1347,Nightmare on Elm Street,Horror,3
1250,1348,Nosferatu (Nosferatu,Horror,4
1251,1349,Nosferatu a Venezia  ,Horror,3
1252,1350,Omen,Horror,4
1253,1351,Blood & Wine  ,Drama,3
1254,1352,Albino Alligator  ,"Crime,Thriller",3
1255,1353,Mirror Has Two Faces,"Comedy,Romance",3
1256,1354,Breaking the Waves  ,Drama,4
1257,1355,Nightwatch  ,"Horror,Thriller",3
1258,1356,Star Trek: First Contact  ,"Action,Adventure,SciFi",4
1259,1357,Shine  ,"Drama,Romance",4
1260,1358,Sling Blade  ,"Drama,Thriller",4
1261,1359,Jingle All the Way  ,"Adventure,Children,Comedy",2
1262,1360,Identification of a Woman (Identificazione di una donna)  ,Drama,4
1263,1361,Paradise Lost: The Child Murders at Robin Hood Hills  ,Documentary,4
1264,1362,Garden of Finzi-Contini,Drama,4
1265,1363,Preacher's Wife,Drama,3
1266,1364,Zero Kelvin (Kjærlighetens kjøtere)  ,Action,4
1267,1365,Ridicule  ,Drama,4
1268,1366,Crucible,Drama,3
1269,1367,101 Dalmatians  ,"Children,Comedy",3
1270,1369,I Can't Sleep (J'ai pas sommeil)  ,"Drama,Thriller",4
1271,1370,Die Hard 2  ,"Action,Thriller",4
1272,1371,Star Trek: The Motion Picture  ,"Action,Adventure,SciFi",3
1273,1372,Star Trek VI: The Undiscovered Country  ,"Action,Adventure,SciFi",3
1274,1373,Star Trek V: The Final Frontier  ,"Action,Adventure,SciFi",3
1275,1374,Star Trek: The Wrath of Khan  ,"Action,Adventure,SciFi",4
1276,1375,Star Trek III: The Search for Spock  ,"Action,Adventure,SciFi",3
1277,1376,Star Trek IV: The Voyage Home  ,"Action,Adventure,SciFi",4
1278,1377,Batman Returns  ,"Action,Adventure,Comedy",3
1279,1378,Young Guns  ,"Action,Comedy,Western",3
1280,1379,Young Guns II  ,"Action,Comedy,Western",3
1281,1380,Grease  ,"Comedy,Musical,Romance",4
1282,1381,Grease 2  ,"Comedy,Musical,Romance",2
1283,1382,Marked for Death  ,"Action,Drama",3
1284,1383,Adrenalin: Fear the Rush  ,"Action,SciFi",2
1285,1384,Substance of Fire,Drama,4
1286,1385,Under Siege  ,Action,3
1287,1386,Terror in a Texas Town  ,Western,1
1288,1387,Jaws  ,"Action,Horror",4
1289,1388,Jaws 2  ,"Action,Horror",3
1290,1389,Jaws 3-D  ,"Action,Horror",2
1291,1390,My Fellow Americans  ,Comedy,3
1292,1391,Mars Attacks!  ,"Action,Comedy,SciFi",3
1293,1392,Citizen Ruth  ,"Comedy,Drama",4
1294,1393,Jerry Maguire  ,"Drama,Romance",4
1295,1394,Raising Arizona  ,Comedy,4
1296,1395,Tin Men  ,"Comedy,Drama",3
1297,1396,Sneakers  ,"Crime,Drama,SciFi",4
1298,1397,Bastard Out of Carolina  ,Drama,4
1299,1398,In Love andWar,"Romance,War",3
1300,1399,Marvin's Room  ,Drama,3
1301,1401,Ghosts of Mississippi  ,Drama,4
1302,1404,Night Falls on Manhattan  ,"Crime,Drama",3
1303,1405,Beavis and Butt-head Do America  ,"Animation,Comedy",3
1304,1406,Cérémonie,Drama,3
1305,1407,Scream  ,"Horror,Thriller",4
1306,1408,Last of the Mohicans,"Action,Romance",4
1307,1409,Michael  ,"Comedy,Romance",3
1308,1410,Evening Star,"Comedy,Drama",3
1309,1411,Hamlet  ,Drama,4
1310,1412,Some Mother's Son  ,Drama,4
1311,1413,Whole Wide World,Drama,3
1312,1414,Mother  ,Comedy,4
1313,1415,Thieves (Voleurs,"Crime,Drama",4
1314,1416,Evita  ,"Drama,Musical",3
1315,1417,Portrait of a Lady,Drama,3
1316,1419,Walkabout  ,Drama,4
1317,1420,Message to Love: The Isle of Wight Festival  ,Documentary,4
1318,1421,Grateful Dead  ,Documentary,3
1319,1422,Murder at 1600  ,"Mystery,Thriller",3
1320,1423,Hearts and Minds  ,Drama,4
1321,1425,Fierce Creatures  ,Comedy,3
1322,1426,Zeus and Roxanne  ,Children,3
1323,1427,Turbulence  ,Thriller,2
1324,1428,Angel Baby  ,Drama,3
1325,1429,Jackie Chan's First Strike  ,Action,3
1326,1430,Underworld  ,Thriller,1
1327,1431,Beverly Hills Ninja  ,"Action,Comedy",3
1328,1432,Metro  ,Action,3
1329,1433,Machine,"Comedy,Horror",2
1330,1434,Stranger,Action,4
1331,1436,Falling in Love Again  ,Comedy,3
1332,1437,Cement Garden,Drama,3
1333,1438,Dante's Peak  ,"Action,Thriller",3
1334,1439,Meet Wally Sparks  ,Comedy,2
1335,1440,Amos & Andrew  ,Comedy,3
1336,1441,Benny & Joon  ,"Comedy,Romance",3
1337,1442,Prefontaine  ,Drama,3
1338,1444,Guantanamera  ,Comedy,3
1339,1445,McHale's Navy  ,"Comedy,War",2
1340,1446,Kolya  ,Comedy,4
1341,1447,Gridlock'd  ,Crime,3
1342,1449,Waiting for Guffman  ,Comedy,4
1343,1450,Prisoner of the Mountains (Kavkazsky Plennik)  ,War,4
1344,1453,Beautician and the Beast,"Comedy,Romance",2
1345,1454,SubUrbia  ,Comedy,3
1346,1455,Hotel de Love  ,"Comedy,Romance",3
1347,1456,Pest,Comedy,2
1348,1457,Fools Rush In  ,"Comedy,Romance",3
1349,1458,Touch  ,Romance,3
1350,1459,Absolute Power  ,"Mystery,Thriller",3
1351,1460,That Darn Cat!  ,"Children,Comedy,Mystery",3
1352,1461,Vegas Vacation  ,Comedy,3
1353,1463,That Old Feeling  ,"Comedy,Romance",3
1354,1464,Lost Highway  ,Mystery,3
1355,1465,Rosewood  ,Drama,3
1356,1466,Donnie Brasco  ,"Crime,Drama",4
1357,1468,Booty Call  ,"Comedy,Romance",3
1358,1470,Rhyme & Reason  ,Documentary,4
1359,1471,Boys Life 2  ,Drama,3
1360,1472,City of Industry  ,"Crime,Thriller",3
1361,1473,Best Men  ,"Action,Comedy,Crime",3
1362,1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle)  ,"Children,Comedy",2
1363,1475,Kama Sutra: A Tale of Love  ,Romance,3
1364,1476,Private Parts  ,"Comedy,Drama",3
1365,1477,Love Jones  ,Romance,3
1366,1479,Saint,"Action,Romance",3
1367,1480,Smilla's Sense of Snow  ,"Action,Drama,Thriller",3
1368,1482,Van,"Comedy,Drama",3
1369,1483,Crash  ,"Drama,Thriller",3
1370,1484,Daytrippers,Mystery,4
1371,1485,Liar Liar  ,Comedy,4
1372,1486,Quiet Room,Drama,3
1373,1487,Selena  ,"Drama,Musical",3
1374,1488,Devil's Own,"Action,Drama,War",3
1375,1489,Cats Don't Dance  ,"Animation,Children,Musical",3
1376,1490,B*A*P*S  ,Comedy,2
1377,1493,Love and Other Catastrophes  ,Romance,3
1378,1494,Sixth Man,Comedy,2
1379,1495,Turbo: A Power Rangers Movie  ,"Action,Adventure,Children",1
1380,1496,Anna Karenina  ,"Drama,Romance",3
1381,1497,Double Team  ,Action,2
1382,1498,Inventing the Abbotts  ,"Drama,Romance",3
1383,1499,Anaconda  ,"Action,Adventure,Thriller",2
1384,1500,Grosse Pointe Blank  ,"Comedy,Crime",4
1385,1501,Keys to Tulsa  ,Crime,3
1386,1502,Kissed  ,Romance,3
1387,1503,8 Heads in a Duffel Bag  ,Comedy,2
1388,1504,Hollow Reed  ,Drama,4
1389,1507,Paradise Road  ,"Drama,War",3
1390,1508,Traveller  ,Drama,3
1391,1509,All Over Me  ,Drama,4
1392,1510,Brother's Kiss,Drama,2
1393,1511,A Chef in Love  ,Comedy,4
1394,1513,Romy and Michele's High School Reunion  ,Comedy,3
1395,1514,Temptress Moon (Feng Yue)  ,Romance,3
1396,1515,Volcano  ,"Drama,Thriller",3
1397,1516,Children of the Revolution  ,Comedy,4
1398,1517,Austin Powers: International Man ofMystery ,Comedy,4
1399,1518,Breakdown  ,"Action,Thriller",3
1400,1519,Broken English  ,Drama,3
1401,1520,Commandments  ,Romance,2
1402,1522,Ripe  ,Drama,2
1403,1523,Truth or Consequences,"Action,Crime",3
1404,1525,Warriors of Virtue  ,"Action,Adventure,Children",2
1405,1526,Fathers' Day  ,Comedy,2
1406,1527,Fifth Element,"Action,SciFi",4
1407,1528,Intimate Relations  ,Comedy,2
1408,1529,Nowhere  ,Drama,3
1409,1531,Losing Chase  ,Drama,4
1410,1532,Sprung  ,Comedy,3
1411,1533,Promise,Drama,4
1412,1534,Bonheur,Drama,4
1413,1535,Love! Valour! Compassion!  ,"Drama,Romance",3
1414,1537,Shall We Dance? (Shall We Dansu?)  ,Comedy,4
1415,1538,Second Jungle Book: Mowgli & Baloo,"Adventure,Children",2
1416,1539,Twin Town  ,"Comedy,Crime",3
1417,1541,Addicted to Love  ,"Comedy,Romance",3
1418,1542,Brassed Off  ,"Comedy,Drama,Romance",4
1419,1543,Designated Mourner,Drama,3
1420,1544,Lost World: Jurassic Park,"Action,Adventure,Thriller",3
1421,1545,Ponette  ,Drama,4
1422,1546,Schizopolis  ,Comedy,4
1423,1547,Shiloh  ,"Children,Drama",3
1424,1548,Warat Home,Drama,2
1425,1549,Rough Magic  ,"Drama,Romance",3
1426,1550,Trial and Error  ,"Comedy,Romance",3
1427,1551,Buddy  ,"Adventure,Children,Drama",3
1428,1552,Con Air  ,"Action,Adventure,Thriller",3
1429,1553,Late Bloomers  ,Comedy,3
1430,1554,Pillow Book,"Drama,Romance",3
1431,1555,To Have,Drama,3
1432,1556,Speed 2: Cruise Control  ,"Action,Romance,Thriller",2
1433,1558,Sudden Manhattan  ,Comedy,2
1434,1561,Wedding Bell Blues  ,Comedy,3
1435,1562,Batman & Robin  ,"Action,Adventure,Crime",2
1436,1563,Dream With the Fishes  ,Drama,4
1437,1564,Roseanna's Grave (For Roseanna)  ,"Comedy,Romance",4
1438,1565,Head Above Water  ,"Comedy,Thriller",3
1439,1566,Hercules  ,"Adventure,Animation,Children,Musical",3
1440,1567,Last Time I Committed Suicide,Drama,3
1441,1569,My Best Friend's Wedding  ,"Comedy,Romance",3
1442,1570,Tetsuo II: Body Hammer  ,SciFi,3
1443,1571,When the Cats Away (Chacun cherche son chat)  ,"Comedy,Romance",4
1444,1572,Contempt (Le Mépris)  ,Drama,4
1445,1573,Face/Off  ,"Action,SciFi,Thriller",3
1446,1574,Fall  ,Romance,3
1447,1575,Gabbeh  ,Drama,3
1448,1579,For Ever Mozart  ,Drama,3
1449,1580,Men in Black  ,"Action,Adventure,Comedy",4
1450,1581,Out to Sea  ,Comedy,3
1451,1582,Wild America  ,"Adventure,Children",3
1452,1583,Simple Wish,"Children,Fantasy",3
1453,1584,Contact  ,"Drama,SciFi",4
1454,1585,Love Serenade  ,Comedy,3
1455,1586,G.I. Jane  ,"Action,Drama,War",3
1456,1587,Conan the Barbarian  ,"Action,Adventure",3
1457,1588,George of the Jungle  ,"Children,Comedy",3
1458,1589,Cop Land  ,"Crime,Drama,Mystery",3
1459,1590,Event Horizon  ,"Action,Mystery,SciFi",3
1460,1591,Spawn  ,"Action,Adventure,SciFi",3
1461,1592,Air Bud  ,"Children,Comedy",2
1462,1593,Picture Perfect  ,"Comedy,Romance",3
1463,1594,In the Company of Men  ,Drama,4
1464,1595,Free Willy 3: The Rescue  ,"Adventure,Children,Drama",2
1465,1596,Career Girls  ,Drama,3
1466,1597,Conspiracy Theory  ,"Action,Mystery,Romance",3
1467,1598,Desperate Measures  ,"Crime,Drama,Thriller",3
1468,1599,Steel  ,Action,2
1469,1600,She's So Lovely  ,"Drama,Romance",3
1470,1601,Hoodlum  ,"Crime,Drama,Noir",3
1471,1602,Leave It to Beaver  ,Comedy,2
1472,1603,Mimic  ,"SciFi,Thriller",3
1473,1604,Money Talks  ,"Action,Comedy",3
1474,1605,Excess Baggage  ,"Adventure,Romance",3
1475,1606,Kull the Conqueror  ,"Action,Adventure",2
1476,1608,Air Force One  ,"Action,Thriller",4
1477,1609,187,Drama,3
1478,1610,Hunt for Red October,"Action,Thriller",4
1479,1611,My Own Private Idaho  ,Drama,3
1480,1612,Kiss Me,Comedy,3
1481,1613,Star Maps  ,Drama,3
1482,1614,In & Out  ,Comedy,3
1483,1615,Edge,"Adventure,Thriller",4
1484,1616,Peacemaker,"Action,Thriller",3
1485,1617,L.A. Confidential  ,"Crime,Noir,Mystery",4
1486,1619,Seven Years in Tibet  ,"Drama,War",3
1487,1620,Kiss the Girls  ,"Crime,Drama,Thriller",3
1488,1621,Soul Food  ,Drama,3
1489,1622,Kicked in the Head  ,"Comedy,Drama",2
1490,1623,Wishmaster  ,Horror,2
1491,1624,Thousand Acres,Drama,3
1492,1625,Game,"Mystery,Thriller",4
1493,1626,Fire Down Below  ,"Action,Drama,Thriller",3
1494,1627,U Turn  ,"Action,Crime,Mystery",3
1495,1629,MatchMaker,"Comedy,Romance",3
1496,1630,Lay of the Land,"Comedy,Drama",2
1497,1631,Assignment,Thriller,4
1498,1632,Smile Like Yours,"Comedy,Romance",2
1499,1633,Ulee's Gold  ,Drama,4
1500,1635,Ice Storm,Drama,4
1501,1636,Stag  ,"Action,Thriller",2
1502,1639,Chasing Amy  ,"Drama,Romance",4
1503,1640,How to Be a Player  ,Comedy,3
1504,1641,Full Monty,Comedy,4
1505,1642,Indian Summer (a.k.a. Alive & Kicking)  ,"Comedy,Drama",3
1506,1643,Mrs. Brown (Her Majesty,"Drama,Romance",4
1507,1644,I Know What You Did Last Summer  ,"Horror,Mystery,Thriller",3
1508,1645,Devil's Advocate,"Crime,Horror,Thriller",3
1509,1646,Rocket Man  ,Comedy,3
1510,1647,Playing God  ,"Crime,Thriller",3
1511,1648,House of Yes,"Comedy,Drama",3
1512,1649,Fast,Documentary,4
1513,1650,Washington Square  ,Drama,3
1514,1651,Telling Lies in America  ,Drama,3
1515,1652,Year of the Horse  ,Documentary,3
1516,1653,Gattaca  ,"Drama,SciFi,Thriller",4
1517,1654,FairyTale: A True Story  ,"Children,Drama,Fantasy",3
1518,1655,Phantoms  ,Horror,2
1519,1656,Swept from the Sea  ,Romance,3
1520,1657,Wonderland  ,Documentary,4
1521,1658,Life Less Ordinary,"Romance,Thriller",3
1522,1659,Hurricane Streets  ,Drama,3
1523,1660,Eve's Bayou  ,Drama,4
1524,1661,Switchback  ,Thriller,3
1525,1662,Gang Related  ,Crime,3
1526,1663,Stripes  ,Comedy,4
1527,1664,Nénette et Boni  ,Drama,4
1528,1665,Bean  ,Comedy,3
1529,1666,Hugo Pool  ,Romance,3
1530,1667,Mad City  ,"Action,Drama",3
1531,1668,One Night Stand  ,Drama,3
1532,1669,Tango Lesson,Romance,3
1533,1670,Welcome To Sarajevo  ,"Drama,War",4
1534,1671,Deceiver  ,Crime,3
1535,1672,Rainmaker,Drama,4
1536,1673,Boogie Nights  ,Drama,4
1537,1674,Witness  ,"Drama,Romance,Thriller",4
1538,1675,Incognito  ,"Crime,Thriller",3
1539,1676,Starship Troopers  ,"Action,Adventure,SciFi",3
1540,1677,Critical Care  ,Comedy,3
1541,1678,Joy Luck Club,Drama,4
1542,1679,Chairman of the Board  ,Comedy,2
1543,1680,Sliding Doors  ,"Drama,Romance",4
1544,1681,Mortal Kombat: Annihilation  ,"Action,Adventure",2
1545,1682,Truman Show,Drama,4
1546,1683,Wings of the Dove,"Drama,Romance",4
1547,1684,Mrs. Dalloway  ,Romance,4
1548,1685,I Love You,Romance,4
1549,1686,Red Corner  ,"Crime,Thriller",3
1550,1687,Jackal,"Action,Thriller",3
1551,1688,Anastasia  ,"Animation,Children,Musical",4
1552,1689,Man Who Knew Too Little,"Comedy,Mystery",3
1553,1690,Alien: Resurrection  ,"Action,Horror,SciFi",3
1554,1692,Alien Escape  ,"Horror,SciFi",3
1555,1693,Amistad  ,Drama,4
1556,1694,Apostle,Drama,4
1557,1695,Artemisia  ,Drama,4
1558,1696,Bent  ,"Drama,War",4
1559,1699,Butcher Boy,Drama,4
1560,1701,Deconstructing Harry  ,"Comedy,Drama",3
1561,1702,Flubber  ,"Children,Comedy,Fantasy",3
1562,1703,For Richer or Poorer  ,Comedy,3
1563,1704,Good Will Hunting  ,Drama,4
1564,1707,Home Alone 3  ,"Children,Comedy",2
1565,1709,Legal Deceit  ,Thriller,2
1566,1711,Midnight in the Garden of Good and Evil  ,"Comedy,Crime,Drama",3
1567,1713,Mouse Hunt  ,"Children,Comedy",3
1568,1714,Never Met Picasso  ,Romance,2
1569,1715,Office Killer  ,Thriller,3
1570,1717,Scream 2  ,"Horror,Thriller",3
1571,1718,Stranger in the House  ,Thriller,3
1572,1719,Sweet Hereafter,Drama,4
1573,1720,Time Tracers  ,"Action,Adventure,SciFi",1
1574,1721,Titanic  ,"Drama,Romance",4
1575,1722,Tomorrow Never Dies  ,"Action,Romance,Thriller",3
1576,1724,Full Speed  ,Drama,3
1577,1725,Education of Little Tree,Drama,4
1578,1726,Postman,Drama,3
1579,1727,Horse Whisperer,Drama,3
1580,1728,Winter Guest,Drama,3
1581,1729,Jackie Brown  ,"Crime,Drama",4
1582,1730,Kundun  ,Drama,4
1583,1731,Mr. Magoo  ,Comedy,2
1584,1732,Big Lebowski,"Comedy,Crime,Thriller",4
1585,1733,Afterglow  ,"Drama,Romance",3
1586,1734,My Life in Pink (Ma vie en rose)  ,"Comedy,Drama",4
1587,1735,Great Expectations  ,"Drama,Romance",3
1588,1739,3 Ninjas: High Noon On Mega Mountain  ,"Action,Children",1
1589,1741,Midaq Alley (Callejón de los milagros,Drama,4
1590,1743,Arguing the World  ,Documentary,4
1591,1744,Firestorm  ,"Action,Adventure,Thriller",3
1592,1746,Senseless  ,Comedy,3
1593,1747,Wag the Dog  ,"Comedy,Drama",3
1594,1748,Dark City  ,"Noir,SciFi,Thriller",4
1595,1749,Leading Man,Romance,3
1596,1750,Star Kid  ,"Adventure,Children,Fantasy",2
1597,1752,Hard Rain  ,"Action,Thriller",3
1598,1753,Half Baked  ,Comedy,3
1599,1754,Fallen  ,"Action,Mystery,Thriller",3
1600,1755,Shooting Fish  ,Romance,4
1601,1756,Prophecy II,Horror,3
1602,1758,Dangerous Beauty  ,Drama,4
1603,1759,Four Days in September  ,Drama,4
1604,1760,Spice World  ,"Comedy,Musical",2
1605,1762,Deep Rising  ,"Action,Horror,SciFi",3
1606,1764,Tainted  ,"Comedy,Thriller",3
1607,1767,Music From Another Room  ,"Drama,Romance",3
1608,1769,Replacement Killers,"Action,Thriller",3
1609,1770,B. Monkey  ,"Romance,Thriller",3
1610,1771,Night Flier  ,Horror,3
1611,1772,Blues Brothers 2000  ,"Action,Comedy,Musical",2
1612,1773,Tokyo Fist  ,"Action,Drama",2
1613,1777,Wedding Singer,"Comedy,Romance",3
1614,1779,Sphere  ,"Adventure,SciFi,Thriller",3
1615,1780,Ayn Rand: A Sense of Life  ,Documentary,4
1616,1782,Little City  ,"Comedy,Romance",2
1617,1783,Palmetto  ,"Noir,Mystery,Thriller",3
1618,1784,As Good As It Gets  ,"Comedy,Drama",4
1619,1785,King of New York  ,"Action,Crime",3
1620,1787,Paralyzing Fear: The Story of Polio in America,Documentary,4
1621,1788,Men With Guns  ,"Action,Drama",4
1622,1791,Twilight  ,"Crime,Drama",3
1623,1792,U.S. Marshalls  ,"Action,Thriller",3
1624,1793,Welcome to Woop-Woop  ,Comedy,2
1625,1794,Love and Death on Long Island  ,"Comedy,Drama",3
1626,1795,Callejón de los milagros,Drama,4
1627,1796,In God's Hands  ,"Action,Drama",2
1628,1797,Everest  ,Documentary,4
1629,1798,Hush  ,Thriller,3
1630,1799,Suicide Kings  ,"Crime,Drama",3
1631,1801,Man in the Iron Mask,"Action,Drama",3
1632,1804,Newton Boys,"Crime,Drama",3
1633,1805,Wild Things  ,"Crime,Drama,Mystery",3
1634,1806,Paulie  ,"Adventure,Children,Comedy",3
1635,1807,Cool Dry Place,Drama,3
1636,1809,Hana-bi  ,"Comedy,Crime,Drama",4
1637,1810,Primary Colors  ,Drama,4
1638,1811,Niagara,Drama,4
1639,1812,Wide Awake  ,"Children,Comedy,Drama",3
1640,1814,Price Above Rubies,Drama,3
1641,1815,Eden  ,Drama,2
1642,1816,Two Girls and a Guy  ,"Comedy,Drama",3
1643,1817,No Looking Back  ,"Comedy,Drama,Romance",3
1644,1820,Proposition,Drama,2
1645,1821,Object of My Affection,"Comedy,Romance",3
1646,1822,Meet the Deedles  ,"Children,Comedy",2
1647,1824,Homegrown  ,"Comedy,Thriller",3
1648,1825,Player's Club,"Action,Drama",3
1649,1826,Barney's GreatAdventure ,"Adventure,Children",2
1650,1827,Big One,"Comedy,Documentary",4
1651,1829,Chinese Box  ,"Drama,Romance",3
1652,1830,Follow the Bitch  ,Comedy,5
1653,1831,Lost in Space  ,"Action,SciFi,Thriller",3
1654,1832,Heaven's Burning  ,"Action,Drama",4
1655,1833,Mercury Rising  ,"Action,Drama,Thriller",3
1656,1834,Spanish Prisoner,"Drama,Thriller",4
1657,1835,City of Angels  ,Romance,3
1658,1836,Last Days of Disco,Drama,3
1659,1837,Odd Couple II,Comedy,3
1660,1839,My Giant  ,Comedy,2
1661,1840,He Got Game  ,Drama,3
1662,1841,Gingerbread Man,"Drama,Thriller",3
1663,1842,Illtown  ,"Crime,Drama",4
1664,1843,Slappy and the Stinkers  ,"Children,Comedy",3
1665,1844,Live Flesh  ,Drama,4
1666,1845,Zero Effect  ,"Comedy,Thriller",4
1667,1846,Nil By Mouth  ,Drama,3
1668,1848,Borrowers,"Adventure,Children,Fantasy",3
1669,1849,Prince Valiant  ,Adventure,3
1670,1850,I Love You,"Drama,Romance",3
1671,1851,Leather Jacket Love Story  ,"Drama,Romance",4
1672,1852,Love Walked In  ,"Drama,Thriller",2
1673,1853,Alan Smithee Film: Burn Hollywood Burn,Comedy,2
1674,1854,Kissing a Fool  ,"Comedy,Romance",3
1675,1855,Krippendorf's Tribe  ,Comedy,2
1676,1856,Kurt & Courtney  ,"Documentary,Musical",3
1677,1857,Real Blonde,Comedy,3
1678,1858,Mr. Nice Guy  ,"Action,Comedy",3
1679,1859,Taste of Cherry  ,Drama,4
1680,1860,Character (Karakter)  ,Drama,4
1681,1861,Junk Mail  ,"Comedy,Thriller",3
1682,1862,Species II  ,"Horror,SciFi",2
1683,1863,Major League: Back to the Minors  ,Comedy,2
1684,1864,Sour Grapes  ,Comedy,3
1685,1865,Wild Man Blues  ,Documentary,4
1686,1866,Big Hit,"Action,Comedy",3
1687,1867,Tarzan and the Lost City  ,"Action,Adventure",2
1688,1868,Truce,"Drama,War",2
1689,1869,Black Dog  ,"Action,Thriller",2
1690,1870,Dancer,"Comedy,Drama",4
1691,1871,Friend of the Deceased,"Comedy,Drama",4
1692,1872,Go Now  ,Drama,3
1693,1873,Misérables,Drama,4
1694,1874,Still Breathing  ,"Comedy,Romance",3
1695,1875,Clockwatchers  ,Comedy,3
1696,1876,Deep Impact  ,"Action,Drama,SciFi",3
1697,1877,Little Men  ,Drama,2
1698,1878,Woo  ,"Comedy,Romance",2
1699,1879,Hanging Garden,Drama,4
1700,1880,Lawn Dogs  ,Drama,3
1701,1881,Quest for Camelot  ,"Adventure,Animation,Children",3
1702,1882,Godzilla  ,"Action,SciFi",2
1703,1883,Bulworth  ,Comedy,3
1704,1884,Fear and Loathing in Las Vegas  ,"Comedy,Drama",3
1705,1885,Opposite of Sex,"Comedy,Drama",4
1706,1886,I Got the Hook Up  ,Comedy,3
1707,1887,Almost Heroes  ,"Adventure,Comedy",2
1708,1888,Hope Floats  ,"Comedy,Drama,Romance",3
1709,1889,Insomnia  ,Thriller,4
1710,1890,Little Boy Blue  ,Drama,2
1711,1891,Ugly,"Horror,Thriller",2
1712,1892,Perfect Murder,"Mystery,Thriller",3
1713,1893,Beyond Silence  ,Drama,4
1714,1894,Six Days Seven Nights  ,"Adventure,Comedy,Romance",3
1715,1895,Can't Hardly Wait  ,"Comedy,Drama,Romance",3
1716,1896,Cousin Bette  ,Comedy,3
1717,1897,High Art  ,"Drama,Romance",4
1718,1898,Land Girls,"Drama,War",4
1719,1899,Passion in the Desert  ,"Adventure,Drama",3
1720,1900,Children of Heaven,Drama,4
